"tweet_id","author","count_star()"
"1795781220925669620","963492493458329602",2
"1795383660088074396","796158301788667908",2
"1795168528464540035","482147864",2
"1798852393096130705","1621152552258801672",2
"1801196737324843027","1665677569671168002",2
"1805150200953987313","257701485",2
"1803310036778635418","1400696075800006660",2
"1795676079425986862","1241271904905957378",2
"1795576045984510007","1337073219455643654",2
"1795174431024623788","1230075350144647169",2
"1795146377862717536","77091352",2
"1795159666332184816","280244562",2
"1800510352003858526","714377328869171205",2
"1805886128781701180","1502756348370604033",2
"1795738468896927959","1361376260140773387",2
"1795443288587096309","1033796634101067777",2
"1795415562903765404","3154566215",2
"1795374418409185460","7586252",2
"1795143640207040799","1198845188",2
"1801135351395684823","310402833",2
"1801511330513342829","714377328869171205",2
"1801522502193045986","1612548760248131593",2
"1804615146939003047","1623624820704387072",2
"1803070480749916192","714377328869171205",2
"1806666075347816462","714377328869171205",2
"1795565534362124545","909220747",2
"1795424189316301071","459277346",2
"1795365015035466067","271673521",2
"1795398428832530838","241624644",2
"1795497567880646985","925322125",2
"1800468381101105369","115503011",2
"1800844309941657929","1595358274647359490",2
"1798954535081414778","199025705",2
"1795831385753846074","4045996030",2
"1795714607820267984","4045996030",2
"1795702783607464397","4045996030",2
"1795497238829097323","501956919",2
"1795456207580262699","246229679",2
"1795351568172388807","995249600477966336",2
"1795349176941002879","780472708274462720",2
"1795296626514526474","722567408070868992",2
"1798391828527583374","1597641671302385668",2
"1800844267562434778","1595358274647359490",2
"1795319040656990340","1457327530554413060",2
"1795816449392722014","633231289",2
"1795349337117237466","2367195271",2
"1795536991955923343","112282698",2
"1801408992360493065","1341750498639097859",2
"1805963417548673493","731242421124771840",2
"1795394172868055449","625566377",2
"1801185919220740430","714377328869171205",2
"1805214370101649866","891785762504658944",1
"1805210437274788155","954271022",1
"1804960753146896539","1682403880477376515",1
"1804937385471254975","1798432400067678208",1
"1804892559493206317","1798432400067678208",1
"1804092866123223283","977655689370882048",1
"1804083621910704618","1694344217554776065",1
"1804035457585393922","2248956929",1
"1803955646234267716","189646352",1
"1803920951685284032","1433416725131837443",1
"1803920469336138102","1478657395828170753",1
"1803878116101657045","1505084498228256771",1
"1805548539830845906","332281483",1
"1805420965880295558","1065689344529367041",1
"1804172090364276946","3035183359",1
"1803959211165909179","1552140602493607939",1
"1803957988182651294","1646310268031635456",1
"1805883630675218522","1331624827237634056",1
"1805544359321804863","1303679483610894337",1
"1804081477090447609","1368189740437147655",1
"1805171617951015095","535208030",1
"1805160996694048964","423499617",1
"1805160360464228564","945371120659726337",1
"1805157644690190441","1577245886987603969",1
"1805155199717105674","1430517931671183365",1
"1805152756090409003","291340325",1
"1805152432902558165","771489647960653825",1
"1805147861954306353","4912843775",1
"1805147478393544966","457884310",1
"1805144602862629120","471422231",1
"1805112435461771267","753563670",1
"1805052431820104004","1680014294702776321",1
"1805036473864901106","1239177441907748864",1
"1805034681387110540","768634404",1
"1805026743977484406","3355919578",1
"1805224486385451484","217009394",1
"1805168279469662262","877188327333650432",1
"1804251394301436207","376570930",1
"1804236419126243524","520806608",1
"1804212120097087510","3154566215",1
"1806088053112373649","379081311",1
"1805707538094342308","289393526",1
"1805696686515425319","802455491150577664",1
"1805662202365648989","2849496411",1
"1805652952129941907","2761999017",1
"1805217740145164510","907662119339950080",1
"1805128922108994010","1238354342517899264",1
"1804934278326747328","2689792170",1
"1804635456560042321","1112325145870458881",1
"1804561097862574234","1070444943234228224",1
"1804537419246486009","138053958",1
"1806592113187917835","952277420329111552",1
"1806062757407858830","750086080268005378",1
"1805666102862565496","1055966133004709889",1
"1806207506374373593","1280184340069089280",1
"1808107369777242167","1243591859089346560",1
"1807942110290571463","1747702339811590145",1
"1807904184429105219","248427334",1
"1807846702247993716","3288833549",1
"1807762932148961656","1586983095168733184",1
"1807760902441128378","1694344217554776065",1
"1807760140730323267","1694344217554776065",1
"1807757808336539760","1694344217554776065",1
"1807757603855835188","1694344217554776065",1
"1807757114875470168","1694344217554776065",1
"1807756982062928343","1694344217554776065",1
"1807754489140531480","1694344217554776065",1
"1807555604346483025","1148080940691918848",1
"1807506378577125869","122312023",1
"1807493201604800774","1089282872",1
"1807814287232000210","1569074340045504516",1
"1807757346887565427","1694344217554776065",1
"1807722115774197999","3436621384",1
"1807759854259306502","1694344217554776065",1
"1807758337498312883","1694344217554776065",1
"1807479462579130744","1694344217554776065",1
"1807460302218215881","51582261",1
"1807439051944849783","1648014983823761418",1
"1807315914972402019","1694344217554776065",1
"1807315007291490479","1694344217554776065",1
"1807139880931127544","223337411",1
"1807028870010265835","1272334098837786628",1
"1806988074301235375","183679718",1
"1806869807389691981","1307372447335931912",1
"1808108166959264099","417499634",1
"1808076266479702234","993219054",1
"1808071532293304685","1116696668",1
"1808065944075280757","1162851064082776064",1
"1808060622153625656","1550470454153994241",1
"1808048948231188899","2787229306",1
"1808044432819720223","1022423816",1
"1808035338599714936","1148969013806080000",1
"1808004446820921714","1570210235855376384",1
"1807947323541946780","1181725796739760135",1
"1807937052438106138","1039862506607595520",1
"1807934704013738479","1421384782810857472",1
"1808104980282290397","796404793224941568",1
"1806973989039780024","1546273057",1
"1808022629997228323","1437862803986124803",1
"1807905263296426033","1774165335567896576",1
"1807895040884093009","1527042507690876929",1
"1807894319233216833","65665921",1
"1807894048553705862","167541308",1
"1807893454930039135","254153544",1
"1807890916671140216","1635362507983319065",1
"1807889324077097242","1137831471102799873",1
"1807887925629046885","2727928347",1
"1807886822649090384","1623490597897003008",1
"1807886506020708598","335066279",1
"1807886502652735900","1349603137187946501",1
"1807759354138968229","915389650482671617",1
"1807698392253878510","1572534490626490368",1
"1807689541832314976","1289027458969133056",1
"1807601554356163069","158596037",1
"1807598996539519463","231999396",1
"1807531415283609758","1119577914125815809",1
"1807526498422886594","4318600343",1
"1807893113672741028","1202860218",1
"1807887595109769556","87473926",1
"1807730241747521828","2830056185",1
"1807893236624539881","410088460",1
"1807893938914660468","308092811",1
"1805838387112243461","1449978050259689475",1
"1806062165943611738","923927792",1
"1804542846772433363","746714404452970496",1
"1804906421470839210","1103303518763577350",1
"1803904870723846555","1788346378898292736",1
"1803887546222395684","1666145672544780295",1
"1804632699157586345","3127900143",1
"1804553808883695947","2806412109",1
"1804625957309010205","110675227",1
"1806678014664536483","1395346703436353540",1
"1806327174372139263","1716123794106978304",1
"1806627962479096120","1391421366776352773",1
"1806664754905104534","979188312",1
"1806443416689299474","378628060",1
"1806206178113798406","705099490366267393",1
"1806087725730181133","1258407019842863106",1
"1806070830545371570","712553875161620480",1
"1805992657128141014","1325111167967260674",1
"1805790686572101793","337268427",1
"1805777339290112030","705099490366267393",1
"1805734976606159207","1651713923526062080",1
"1805712853409649085","1679579855422210048",1
"1804956015982518725","619271583",1
"1804936909212311565","1081916881244700672",1
"1804910700466258152","1447580971",1
"1804881152328556942","321065677",1
"1804806297063174538","1247074831444709379",1
"1804785098409005518","407215365",1
"1804653080685797608","872889256045420545",1
"1804766810098516184","199789990",1
"1805564025037557960","856267048820846592",1
"1808119441923694979","968662989783134209",1
"1808010141834371170","884505369879379968",1
"1807936616365019427","2752841059",1
"1807082190548648138","857307102099816450",1
"1807435090714128476","1390829253663526913",1
"1807867502321717414","1548993576041840640",1
"1796460413334524368","1265598841140756489",1
"1796143565682176415","495043338",1
"1795827878204186899","1147172779244032001",1
"1795786371220517337","1349889373215617024",1
"1795208941355373032","1230075350144647169",1
"1795832658569974110","379081311",1
"1795903327953186880","561267266",1
"1802455675370344466","1414319445808402434",1
"1802301160507793643","913365502063456257",1
"1802204360656474256","176590767",1
"1802065368745144620","2282275083",1
"1802016219232399820","484032780",1
"1801213974064541900","110253629",1
"1801207251903918462","1263903390695854081",1
"1801201581049926020","705211130",1
"1801198645389164838","1239996786",1
"1801204433230918101","1652644000422060033",1
"1801191023764205714","775710086937346048",1
"1802255730692571256","1345723338941988867",1
"1793953671933297113","2616766302",1
"1793983635705762061","1732802419124260864",1
"1793930217368780965","741014612489994240",1
"1793894374494879895","1457122409677459460",1
"1793796010713448843","2216254442",1
"1793902073035288664","1743575399123017728",1
"1793925019850145913","714377328869171205",1
"1796857959818854500","829019438",1
"1796658662502551989","945928803012022274",1
"1798090099659350145","3817350436",1
"1797348074399920213","1684598124868665348",1
"1797888614128640217","229219572",1
"1797714594527613383","1399006179397881856",1
"1797694096670421172","1261602381076344832",1
"1797691675713900570","1461836931420106755",1
"1798806029574275197","1621617418370965504",1
"1797746952848728141","1643242920420556800",1
"1799433160352297400","1342216637303447557",1
"1799427072340975822","1246846377159688193",1
"1794377728751448548","777299489661083649",1
"1797767465667322070","2490429906",1
"1797329226837688641","3039229139",1
"1795855638133649742","1597641671302385668",1
"1800817479410651356","1218692842735927296",1
"1800752172579299823","1495326748120076292",1
"1799933111335100429","1595358274647359490",1
"1799669954314199301","934277456",1
"1799657669684527369","185396873",1
"1799545440192315579","1723275545255792640",1
"1799487365158740131","938569003710210049",1
"1799449558486778321","2947145512",1
"1802510804895285352","1585928055746330625",1
"1802459929384567127","1427530926788128792",1
"1802658061594526082","3522406635",1
"1801608382727467427","905799527537532928",1
"1798923346933166290","819271920",1
"1801662267148112124","1910520919",1
"1801530216277262383","1565597323446591495",1
"1799609154807779645","868932507613396993",1
"1798702533822877747","178455011",1
"1802978130086261084","198935544",1
"1805869020840640517","1571550826996318210",1
"1805677282448883811","1649367209712533504",1
"1805428390788317669","1024300438278078464",1
"1805389427738656965","1024300438278078464",1
"1805389134946824489","1024300438278078464",1
"1805271461365526645","1646267601440440320",1
"1805261562216665375","1613342786727690241",1
"1804992482624626919","1357932675470925824",1
"1804976239910006868","446381701",1
"1804963531038584966","1347701477918339072",1
"1804574273815617981","1694344217554776065",1
"1804107455422398662","1415440034346504194",1
"1804072205682102546","1563303188270182400",1
"1804021331165413883","3035183359",1
"1804006779388358781","1787470863891046400",1
"1803977117157196283","1227652025070051329",1
"1803969068480790899","2394085798",1
"1803959367437279703","1547947026779758595",1
"1805962191507480670","408570641",1
"1805591768966349165","1594785331131269120",1
"1805588432640512085","1581291541942910982",1
"1805585319749668869","1529462798136262657",1
"1805203274703773962","1372971017325404167",1
"1804515772535865448","1415440034346504194",1
"1804139466551853064","1759638424997306368",1
"1804122986892398621","1777723249800941568",1
"1804116884243034341","1612398872415936513",1
"1804109174076305894","1588965622175637524",1
"1804093980872675416","977655689370882048",1
"1804079283582730580","1217636328013225985",1
"1804037128155767146","793398774265774083",1
"1804036621349576825","362539856",1
"1804008069392928839","2832412710",1
"1803998995397718348","1383554891717640199",1
"1803934673300590818","1087836942111309825",1
"1803922410959442200","1471666680",1
"1803921363826282616","838832274951008256",1
"1803903850857803888","1798726618346876928",1
"1803900985859019100","1159927822451978240",1
"1803895112444887151","185392823",1
"1805878420175208781","567517842",1
"1804970501745357112","408570641",1
"1804950459398172804","1580309165230243842",1
"1804574056915624282","1694344217554776065",1
"1803932148371493103","1525468714283433984",1
"1804062653574177139","1160531535373766656",1
"1803970605579989101","1694344217554776065",1
"1805680254557503508","1694344217554776065",1
"1805160747481047345","1753427282192941056",1
"1805157333762244967","621076122",1
"1805156235274080655","1028878550",1
"1805154396122034239","1143147144",1
"1805152005763068408","1099389265862160385",1
"1805148344139874491","1786346472402767872",1
"1805143719483482161","902242545408905218",1
"1805143181559742880","902242545408905218",1
"1805136175557931271","457884310",1
"1805132167543960037","274186572",1
"1805130527885631835","845742774",1
"1805128265490743739","1229085033484423170",1
"1805126057495777338","490759947",1
"1805120338839158823","1480932848",1
"1805111820484501721","1776404558291283968",1
"1805075999777784036","1762321895901298689",1
"1805040090810405316","1548327462005641217",1
"1805027361458462754","1510105346412584964",1
"1805024814492447043","1600232121435561986",1
"1805136422862463073","1188453816309637120",1
"1805132231498731797","1099502803",1
"1805032874615210170","1069306175932510208",1
"1805152400635826189","411434116",1
"1805150163637256693","848651305644064768",1
"1805738026896679046","44337911",1
"1806219478511792533","1217872824284712965",1
"1805903452150603915","261803436",1
"1805744213667332148","1245044320048160771",1
"1805676176004071795","1238354342517899264",1
"1805656790417166539","2761999017",1
"1805523516239884645","1155385210340544512",1
"1805203740066021416","236524587",1
"1804937619715027424","310002542",1
"1804788025152389339","529744255",1
"1804693690926957004","1238915249908207617",1
"1804544957727789175","1259913745955991553",1
"1804461821434134971","3402374669",1
"1807760353696080340","1694344217554776065",1
"1807759563065602320","1694344217554776065",1
"1807759332039078373","1694344217554776065",1
"1807758094014746836","1694344217554776065",1
"1807757185876623643","1694344217554776065",1
"1807756710368481731","1694344217554776065",1
"1807754324782530621","1694344217554776065",1
"1807712890645778768","403425871",1
"1807678188002189811","3207794057",1
"1807888575033143428","1529219739121332231",1
"1807594764444762325","1694344217554776065",1
"1807593504283021411","1694344217554776065",1
"1807757479503147334","1694344217554776065",1
"1807474710021562868","1711526246151057408",1
"1807471671378362731","567517842",1
"1807464421008068705","743473917050884096",1
"1807445852530638958","1644386474228318229",1
"1807139034193686568","1687117573",1
"1807138300676784208","2832317645",1
"1807127956122141120","1759671798663163904",1
"1807016672554815877","1382849965035229188",1
"1806913262547505491","1597488263635341313",1
"1806879622501458222","1568675785740787712",1
"1808109466014945485","263828472",1
"1808107907029811290","2570231374",1
"1808105107461968021","2544462385",1
"1808104824262594876","1415640330783891458",1
"1808097266416144821","153949458",1
"1808086101367661041","1262530575270924294",1
"1808081880475930847","1670763681217388545",1
"1808068512478351414","1523004361705721863",1
"1808064279628620268","1623051084175671296",1
"1808029265926963505","1791805882591764480",1
"1807994009316418046","193698640",1
"1807938702741852672","1541477934262779905",1
"1808014865723797878","1602725524903706626",1
"1807974595061788837","1270359496481701888",1
"1807060006065643814","1253047173949898752",1
"1807904019383210198","1096459792644755456",1
"1807898913170419730","1226997385802506246",1
"1807896232674971686","76119467",1
"1807895119343018391","1628138923393224705",1
"1807893874117153037","710770274",1
"1807887126727401971","1340689987327684609",1
"1807886815250338052","1621855671833460738",1
"1807886805275976122","1274020021317046273",1
"1807886349040771282","1393219553186955264",1
"1807581393481781359","362767321",1
"1807521954049536410","1611151825259974656",1
"1808080587397161085","1733589729415761920",1
"1807913074805833768","2739501047",1
"1807888237416890501","2358625611",1
"1807895456728355069","1746928287941636100",1
"1807890690270957721","1716653955986456576",1
"1805983054692852145","1354551747088429063",1
"1805875602005610565","1325703838196764672",1
"1805834944201003148","4892344990",1
"1805356445946593774","3014572781",1
"1804892822291562733","1723859250252759041",1
"1804670499127021947","1581785624067153920",1
"1804625854560969099","1797696429437165568",1
"1803897713706107182","2984668685",1
"1805549067709145315","1429550579802677248",1
"1805301101073166562","1657721652082245633",1
"1806411178672873689","2498914201",1
"1806329887835173002","1088075194500083712",1
"1806355447357603948","1744285540260737025",1
"1806597300082393594","229861606",1
"1806061030885179626","1450204182284316676",1
"1805856784315240547","1260540161148010496",1
"1805707420905201675","1171911606550355977",1
"1805705867599241450","902286067",1
"1806005205923692712","1535870879263072258",1
