"tweet_id","author","count_star()"
"1805282248184234363","1757655552329469952",1
"1805244103577211016","1521485664998633477",1
"1804910595344310751","1366057299152957441",1
"1804904082206810534","222586918",1
"1804827185733112304","947162298",1
"1804805617732694028","4878820983",1
"1804771570142908623","1261416393846726656",1
"1804645691915898894","2521036525",1
"1804645042570588305","250765556",1
"1804644565015581135","1061171855476883456",1
"1804643195638222862","993714738",1
"1804636561318789599","4362684077",1
"1806212985339170900","1075042334",1
"1805858133773791727","811247547037679616",1
"1804986788551004296","924006917185441792",1
"1804758096503259485","2825009849",1
"1804964404485890051","1389676817469120520",1
"1804618711565046056","1379691168",1
"1807573923816497577","859819481874432000",1
"1807086731960954955","1122651658209628160",1
"1807079759278387290","93115278",1
"1796853393215922177","1252529308326924289",1
"1796587327042797820","134924949",1
"1796584499096310254","236524587",1
"1796477755506446365","880435426632269827",1
"1796422056118309081","915286979721486336",1
"1796292204400664848","930833310707781632",1
"1796067441551810653","1242216265009283074",1
"1795943945274302704","1473013324396773379",1
"1795897567206633951","1260208288853041153",1
"1795944418916069833","849165673922265089",1
"1802719336886317282","714225011381428226",1
"1802451416012734590","521515385",1
"1802364519991128232","1150508355250741249",1
"1802344129571037566","300524002",1
"1801201517430497547","3393600411",1
"1805671009774719476","222183581",1
"1805670689204015341","1694344217554776065",1
"1805421363320033599","308092811",1
"1805932067160559735","637146085",1
"1805674286629503487","1694344217554776065",1
"1805370791774896472","1595103044236189696",1
"1804994037683769718","1611212725",1
"1804975575972696280","1645260950272974848",1
"1804968841451041038","743473917050884096",1
"1804255705819680862","1708128189589934080",1
"1804016203603595612","1691393337725497344",1
"1803937224095928554","4805624955",1
"1803925210069917906","1723033837054181376",1
"1803892635578274160","977655689370882048",1
"1803880937782153421","1307372447335931912",1
"1803990026897838395","734309169226997760",1
"1803977807610966329","1217241124928196609",1
"1803959470466232536","1345871403715874817",1
"1803922087985451202","1562184557767655424",1
"1805168770907808250","1613300170585686017",1
"1805161843943457075","948531598726717440",1
"1805161779976188247","3379203101",1
"1805160172760764687","1752044611973902337",1
"1805158107527471273","2415305025",1
"1805154813572690109","4030569081",1
"1805147070900138452","210787155",1
"1805145974446113122","902242545408905218",1
"1805145154757513531","960463825",1
"1805145039611351263","960463825",1
"1805142566293148049","1751742239787606016",1
"1805112099179249719","1560163111620976646",1
"1805109486983520275","183635768",1
"1805034075452830123","1756996560318009344",1
"1805153483206643938","1361302911725301770",1
"1805142844623004126","1069306175932510208",1
"1805141781136244785","1645833423422881806",1
"1805127933905842444","505144192",1
"1805039804544880826","610992469",1
"1805162110877360172","775761626486206464",1
"1805016408494870666","2259783526",1
"1805152619834319195","3359252997",1
"1805146349517570446","902242545408905218",1
"1805129349009379487","1603268409386573832",1
"1805128756039733529","1229085033484423170",1
"1804242484190675193","77691076",1
"1805733565369340114","391591759",1
"1805594974651601252","3394129415",1
"1804757851404918796","1257784835822804994",1
"1804699986757623924","4726596569",1
"1804692971050205399","4045996030",1
"1804567545157996903","464093517",1
"1804541222624616448","586068725",1
"1804516512075587805","1606971145978249216",1
"1804501723899203683","996872798520987650",1
"1804463404054118887","427662568",1
"1804406665657114644","1160960244471738369",1
"1804405321034608748","287156264",1
"1804397333108384086","1238576316",1
"1805503640578240830","742991325386117122",1
"1806407455657660736","2244383083",1
"1804395702451081659","850392641049112578",1
"1807759051779875052","1694344217554776065",1
"1807758949501780119","1694344217554776065",1
"1807758593225064885","1694344217554776065",1
"1807757733245903280","1694344217554776065",1
"1807756865788358757","1694344217554776065",1
"1807755043057074401","1694344217554776065",1
"1807594884565471668","1694344217554776065",1
"1807531185951613299","965669376425955328",1
"1807488489434308637","1480889290238402567",1
"1807758728973729983","1694344217554776065",1
"1807474472858857730","1614113691066146821",1
"1807450324153614691","793917651970093058",1
"1807388419477156049","1694344217554776065",1
"1807148671840170443","712387108216971264",1
"1807140303142580576","1229455680198840320",1
"1806885344047927661","1660945192889794560",1
"1806869423002898463","1419115439125266433",1
"1808103964824506609","100237366",1
"1808100084669710356","435465284",1
"1808092885775999228","1488541095231430663",1
"1808091405455446462","1794834427312275456",1
"1808060395925471253","1340639717289803776",1
"1808057729950372331","1604992243009462272",1
"1808050748523270580","1122628896",1
"1808029345459401177","2446056858",1
"1808011846399500485","1737473251951955968",1
"1807956216003354835","901913469045309443",1
"1807951754664743139","1189990965664194561",1
"1807934662154629219","1280870751759892481",1
"1807928663523950674","1684322769620672516",1
"1808095709658292401","1404119598040027138",1
"1808053858121187373","2710858670",1
"1807928982442012872","1561221900335972353",1
"1807453812627767782","1694344217554776065",1
"1807893863723373021","1694073790228058112",1
"1807892786743775313","1056616783715680256",1
"1807891513117945958","422230205",1
"1807890920336990443","856273389182492676",1
"1807890152645447892","1565059999142973440",1
"1807888562450317548","1728819933004312576",1
"1807888278613332329","4778555121",1
"1807886576266961170","1203737741189636098",1
"1807886436336574743","3019190279",1
"1807886433291755986","2157691945",1
"1807762873042506123","1411047035374080002",1
"1807586718373032072","1487932677768495104",1
"1807531102422048862","245591678",1
"1807896220498907633","1393102778",1
"1807886522668179702","1123606432912429056",1
"1807886950143254985","871858814143934464",1
"1804672694236975577","162755721",1
"1804542677540565230","1696477519342346240",1
"1804541700582375663","1384701033025314818",1
"1805723645739700252","362767321",1
"1803889697376342312","1615874199641366528",1
"1804546766387257742","746714404452970496",1
"1804538579634233747","1672385298573959171",1
"1805589677824418162","1510573980486406146",1
"1804859787194040782","1192233534259417089",1
"1803676078545777142","1400696075800006660",1
"1806597653049774515","243180835",1
"1806590961331458399","1331775675934629893",1
"1806009074594533808","1384912520",1
"1805862906698899735","1388429295647920128",1
"1806020843568496818","492545607",1
"1805956087935311877","433596345",1
"1806051004682543352","1140720076091473921",1
"1805203422947271126","236524587",1
"1804808084910395461","1043968808459927552",1
"1804806805974917509","1260502887341441024",1
"1804976166022905913","1114563599127728128",1
"1805277829560402290","1506168366133882880",1
"1808123540320796845","29734218",1
"1808116583081885992","218552053",1
"1808115440918360387","1425830006035423242",1
"1808101641679171591","43247307",1
"1807992019920281737","1607068204345475072",1
"1807983773142708701","2305873943",1
"1807939541250236804","1548128450317131777",1
"1807933906701697183","1280870751759892481",1
"1807933840863719898","1132069382752997376",1
"1808107096065429832","1797017507229749248",1
"1807371349939150855","1444926843652657154",1
"1807333394264523130","122310568",1
"1808215897146069424","1388429295647920128",1
"1808024588468527493","1711983282529730560",1
"1807828354311020979","1490672756077309952",1
"1807789583347634244","1238606972",1
"1796433065688092908","1404524597765185536",1
"1796419536713081101","1153336133914415104",1
"1796396983911161863","1174014650884775938",1
"1796250616605598013","877022638601887745",1
"1795943980095475929","398273072",1
"1795888363666366795","1531340660019810308",1
"1795835262532284759","1245703915187945472",1
"1795799291644064135","1519377640183980036",1
"1795793773441474585","1578688288810045440",1
"1795516534808547761","402317038",1
"1796297709885992973","190351194",1
"1802971332876865797","2653823471",1
"1802424753958908193","190351194",1
"1801197920017903748","75063784",1
"1801178622251745514","550899867",1
"1801168254813020328","1679555910107013121",1
"1801012616799621534","1738340054534131712",1
"1801212160002887878","231919490",1
"1801203734703161724","1736021640",1
"1801186440673419310","242691857",1
"1802063573533036639","1138440146",1
"1793954431492296908","901008152635879424",1
"1793949545207930929","257053584",1
"1793942744169169004","900026588837945344",1
"1793910155085742346","1553675761978073089",1
"1793905490440917259","1611163558837886977",1
"1796863170331459763","4830930395",1
"1796805936016703673","1527055710",1
"1796685573727670711","76682484",1
"1796640808512237708","142063283",1
"1796586133692043593","200228904",1
"1798089756548407806","2528455732",1
"1798648511766151476","183355915",1
"1797679496239432128","1279774800240656392",1
"1799429181123764653","1762764820758048769",1
"1799433227637260679","471300090",1
"1798856209090642032","1553439781782265856",1
"1794823792688279812","194923695",1
"1800854993165267126","1349387113922490371",1
"1800844488128262170","1595358274647359490",1
"1799808833419956290","1492994373608476672",1
"1799766663371608554","2949881561",1
"1799548081051959544","1438462915703676935",1
"1799519061593780306","2996632509",1
"1799451885445042616","209555829",1
"1799426405912207740","193662296",1
"1799839103015657973","714377328869171205",1
"1799686211109277732","979417398",1
"1799685289675305097","415729641",1
"1799487954588455394","1122384733667766272",1
"1799476896545096121","1153336133914415104",1
"1800893518321451227","2350189821",1
"1802850097065001395","1328144932318703617",1
"1802475940380893255","1738340054534131712",1
"1803319133259325757","1786364995745296385",1
"1798694458323857714","149065144",1
"1798778010528780307","301952389",1
"1801633113899958781","54134167",1
"1801310933236564283","1305431939302805511",1
"1798730551425208690","440168108",1
"1799725792316047641","1748691286037590016",1
"1805804643441680489","161292661",1
"1805346945587888268","1546222850503237639",1
"1805158862284026067","1415440034346504194",1
"1804578468593631525","1694344217554776065",1
"1804142194539798694","1138206557299269632",1
"1804063265321799768","1633867260191178771",1
"1804032372184154445","1700129234914582528",1
"1804026316242534406","1227223919708557312",1
"1804015573329711290","212288886",1
"1804013647787659658","375695879",1
"1803991888652833254","1607579519304482816",1
"1803988595004346761","1313923246824345602",1
"1803932079949770842","1290414754016763907",1
"1803931267269816510","1122605972026023937",1
"1803925644113273172","1356065083173036038",1
"1803925378697748669","1518229605534023681",1
"1803922194663379222","1608824953394106369",1
"1803920708998738319","966144383681691648",1
"1803903504886698336","1796176533226184705",1
"1803881497654645130","1307372447335931912",1
"1804421836790178260","1694344217554776065",1
"1804135860431888534","925182803754483713",1
"1804053544619659394","1798809003092545537",1
"1805170763495793076","1589754828716228608",1
"1805167469490823296","1426153684862476289",1
"1805162731844026454","1353725537202667528",1
"1805148034067509640","3979806731",1
"1805146051113812419","1611151825259974656",1
"1805140807927599411","3056866036",1
"1805130000800067746","30481974",1
"1805118800326541597","1919641687",1
"1801195888607432750","966454850",1
"1801189583855419436","1239610885431271429",1
"1801186592985370865","374004166",1
"1802429569518928201","766995392701599744",1
"1801222735307084276","1481664429779562506",1
"1793876197652242529","3546045917",1
"1793956696777425061","3245455319",1
"1793851522444632171","462372746",1
"1794021390070186166","3761092036",1
"1793905807744229666","1611163558837886977",1
"1796777537156137220","264342915",1
"1796592466080170241","3027202139",1
"1795201753958257035","920170567847890944",1
"1799420480752918676","3154566215",1
"1799332229237346566","283019707",1
"1794286177362796560","1457327530554413060",1
"1797228573369278502","1554240709280014341",1
"1801155153493430729","2271413064",1
"1795882382328827976","911230406300770305",1
"1800777408200712287","713114548966932480",1
"1799900804301615470","2456465936",1
"1799710386633256994","1193126421725622273",1
"1799570434683285633","1629934261963825152",1
"1800832385325637857","1421211945101938690",1
"1802469345056248062","747567347733499909",1
"1802263228430364901","1239522816",1
"1803318526968569981","1786364995745296385",1
"1800091774490403025","1606434708941946881",1
"1798705712878559639","1425431929042743296",1
"1798726605336174679","1638532776147275778",1
"1801525966667141284","1621152552258801672",1
"1799690117260648482","1145094744026034176",1
"1803408501227630700","182870915",1
"1803935940945093037","148853292",1
"1803924045974642773","483941787",1
"1803923841636278509","1633878145299251218",1
"1803920998959284515","243291430",1
"1805674070605754685","1694344217554776065",1
"1804817097827987554","1694344217554776065",1
"1805431166708891698","1752723607871004672",1
"1804021486618911132","1859896362",1
"1804989313706311885","732158961617637376",1
"1803878226873262186","2498322208",1
"1805166599302693014","972129157181263872",1
"1805162207061152043","1766129725938798593",1
"1805154020295594261","2547716297",1
"1805150085182833062","1321000674197491713",1
"1805146459857125451","1493998929108684807",1
"1805130669816680448","1661520962242707457",1
"1805128978132340896","1589584097625739265",1
"1805128370365075967","1229085033484423170",1
"1805126743490978110","2799801837",1
"1805118145998278727","1643989523674861569",1
"1805117846021668908","848478377443028996",1
"1805117760801845311","1689004954189467649",1
"1805064072427106469","1661520962242707457",1
"1805030659401924780","841695488",1
"1805173438522278289","1077686876188872707",1
"1805162145778160092","1394004187457933314",1
"1805137954093895696","1069306175932510208",1
"1805952275724083416","742991325386117122",1
"1805814663973663106","250765556",1
"1805677877213700186","1266490058162548740",1
"1805663757538148483","1260208288853041153",1
"1805592998303895937","1366057299152957441",1
"1804922498888397201","39256071",1
"1804761864049434653","1424453666761854980",1
"1804757853153955987","1425817130939813898",1
"1804642159791927328","1611087218",1
"1804634812965061021","1521485664998633477",1
"1804477965364846975","1645178604911837184",1
"1805651655528267960","405931762",1
"1804455700011028793","914592665357967361",1
"1804445594712170869","1767835973000302592",1
"1805655123068076363","411810777",1
"1804494542827061380","381687338",1
"1807901026889941039","463352935",1
"1807862704906068290","1442974754663800832",1
"1807808316824789469","1694344217554776065",1
"1807763150604783641","1694344217554776065",1
"1807761180536000568","1694344217554776065",1
"1807758476770152674","1694344217554776065",1
"1807758029837775059","1694344217554776065",1
"1807757294106452227","1504122891570405376",1
"1807756452934586842","1694344217554776065",1
"1807754843164996055","1694344217554776065",1
"1807717963211960725","250176326",1
"1807680185841414277","3207794057",1
"1807677053556195459","1791522730145099776",1
"1807596185722499503","177319173",1
"1807537235165606215","1269250578581946368",1
