"author","count_star()"
"527891887",1
"1774523863482658817",1
"461414802",1
"1278044717205336065",1
"1045227761114259456",1
"1035447979820363776",1
"321046685",1
"1150508355250741249",1
"913365502063456257",1
"176590767",1
"1542920343840514048",1
"2282275083",1
"2447620081",1
"620517947",1
"296354397",1
"705211130",1
"1720741360364363776",1
"374004166",1
"766995392701599744",1
"231919490",1
"1475069489955885057",1
"1615266997",1
"1712138097855471618",1
"901008152635879424",1
"1349565744",1
"1701709172658589696",1
"1457122409677459460",1
"3296538657",1
"183355915",1
"369196467",1
"1762764820758048769",1
"471300090",1
"777299489661083649",1
"1554240709280014341",1
"1553439781782265856",1
"1372321878015098886",1
"1419031342260658180",1
"938569003710210049",1
"2947145512",1
"208069681",1
"1314161142206468096",1
"1264185982695374850",1
"1263962201964138499",1
"829350493738643456",1
"1177593380932591616",1
"1606434708941946881",1
"1692075628885835776",1
"300488842",1
"1663574810",1
"1574124054478471168",1
"207636452",1
"178455011",1
"1736823862736609281",1
"198935544",1
"891785762504658944",1
"446381701",1
"1239176849676173318",1
"1633867260191178771",1
"793398774265774083",1
"212288886",1
"1270659413943160832",1
"1356065083173036038",1
"1560663174944260096",1
"1478657395828170753",1
"1065689344529367041",1
"477109451",1
"1859896362",1
"992073202712174592",1
"122226405",1
"121482719",1
"3379203101",1
"2888461667",1
"291340325",1
"1099389265862160385",1
"1493998929108684807",1
"1480932848",1
"753563670",1
"1776404558291283968",1
"1457105183331307526",1
"334212115",1
"217009394",1
"775761626486206464",1
"1247285159289933826",1
"1751215563441881088",1
"376403749",1
"926189171097702400",1
"996872798520987650",1
"1562172219354226690",1
"1559972449579683841",1
"1259913745955991553",1
"2244383083",1
"810644468575637504",1
"193278190",1
"1614113691066146821",1
"2174455852",1
"1272334098837786628",1
"1797160280918482944",1
"263828472",1
"4821878439",1
"417499634",1
"153949458",1
"895550570131374081",1
"1192013486794166272",1
"1430956897532841984",1
"715675506784382977",1
"1148969013806080000",1
"275208609",1
"1670238702130417666",1
"1080217534987677697",1
"785639902146760704",1
"1166449772",1
"2999921592",1
"1537685764175286272",1
"868138610113093632",1
"1437862803986124803",1
"137763890",1
"1795571690597933056",1
"1645616366383185924",1
"61225815",1
"863169710292180993",1
"1014202213546233857",1
"1274020021317046273",1
"1176467653793374210",1
"1203737741189636098",1
"429450084",1
"2435978884",1
"1289027458969133056",1
"1480185569657462793",1
"1733589729415761920",1
"2739501047",1
"1723746751637811200",1
"1123606432912429056",1
"1710279425017761792",1
"191811381",1
"923927792",1
"308609148",1
"1214841681700368384",1
"324320554",1
"222183581",1
"1594785331131269120",1
"1595103044236189696",1
"1749712116423004160",1
"1182315832313073664",1
"1518229605534023681",1
"545459406",1
"1800964768737468416",1
"1505084498228256771",1
"1217241124928196609",1
"1541352810",1
"1525468714283433984",1
"1353725537202667528",1
"1766129725938798593",1
"1400219752333783043",1
"2799801837",1
"1700031074728873984",1
"318491046",1
"1548327462005641217",1
"1188453816309637120",1
"3359252997",1
"967339935777869824",1
"391591759",1
"7760172",1
"3394129415",1
"310002542",1
"2689792170",1
"39256071",1
"529744255",1
"96187249",1
"1425817130939813898",1
"4726596569",1
"74443603",1
"427662568",1
"1238576316",1
"539127247",1
"750086080268005378",1
"411810777",1
"1280184340069089280",1
"381687338",1
"1386395868547461123",1
"1749504267092639745",1
"122312023",1
"1317316426219331584",1
"1780284873434951681",1
"1648014983823761418",1
"712387108216971264",1
"1759671798663163904",1
"1342079120893763585",1
"1259414891938660352",1
"2544462385",1
"1262530575270924294",1
"1393480490",1
"1630432248506851337",1
"136068117",1
"1522164886956290049",1
"1189990965664194561",1
"796404793224941568",1
"287262068",1
"1253047173949898752",1
"1561221900335972353",1
"933090037",1
"1628138923393224705",1
"167541308",1
"1565923223438516227",1
"835266799872667649",1
"422230205",1
"2260654080",1
"1565059999142973440",1
"1239413165001035777",1
"1728819933004312576",1
"335066279",1
"3019190279",1
"1494308940020166662",1
"833724338964664320",1
"1666948230003806209",1
"1140672170533801985",1
"1708852047896850432",1
"1700804989935927296",1
"1572296737238253571",1
"1440246786841399300",1
"1184600709351854080",1
"1797696429437165568",1
"2984668685",1
"2432403446",1
"1034816202516975621",1
"3303085137",1
"1258407019842863106",1
"1171114544544002048",1
"619271583",1
"1447580971",1
"1600161834073563141",1
"1733867518920450048",1
"1502004518799781892",1
"95980170",1
"1601835949",1
"2453030541",1
"2825009849",1
"1379691168",1
"1714628776766652416",1
"1962172250",1
"1585336334691991571",1
"1480691063740416013",1
"539425669",1
"1132069382752997376",1
"857307102099816450",1
"1133902184",1
"1580106023347658753",1
"1404524597765185536",1
"930833310707781632",1
"1262362724786483203",1
"1408398176",1
"1253257179995484162",1
"2653823471",1
"19816793",1
"1536251620245360645",1
"781449940753145857",1
"147645879",1
"75063784",1
"1239610885431271429",1
"1736021640",1
"242691857",1
"1276411441910857728",1
"2616766302",1
"1440329243527843841",1
"3145089863",1
"4830930395",1
"829019438",1
"345590095",1
"180749639",1
"4892344990",1
"1510573980486406146",1
"1426005597258977283",1
"1635773140889489411",1
"1707675868003291136",1
"1427615191869558788",1
"1331775675934629893",1
"1325111167967260674",1
"1648006602555891712",1
"1349299666672898048",1
"1651713923526062080",1
"1171911606550355977",1
"1713459787394883584",1
"947162298",1
"1325474611404955651",1
"1649381715398328321",1
"1061171855476883456",1
"60550256",1
"4725791314",1
"4362684077",1
"537690216",1
"1075042334",1
"884505369879379968",1
"1204797443835080704",1
"1012384716",1
"1797017507229749248",1
"1714295871037390848",1
"2254499835",1
"1122651658209628160",1
"1367831887922798592",1
"2331018165",1
"1490672756077309952",1
"3052273395",1
"955263186",1
"1492071573351800842",1
"134924949",1
"1624805745194672130",1
"495043338",1
"2567836346",1
"1519377640183980036",1
"2388948883",1
"354273843",1
"2162532325",1
"1531800732",1
"300524002",1
"370059356",1
"362122314",1
"1263903390695854081",1
"1723357588215963648",1
"272952431",1
"1184308577487544321",1
"824000009007931393",1
"1792518375983202304",1
"1588965622175637524",1
"1217636328013225985",1
"1563303188270182400",1
"1602015057549860866",1
"1227223919708557312",1
"466690510",1
"1787470863891046400",1
"1633878145299251218",1
"243291430",1
"1608754023661813760",1
"899022610083786752",1
"1313101153970917378",1
"1562184557767655424",1
"972129157181263872",1
"423499617",1
"957452503",1
"1394635112281673733",1
"1786346472402767872",1
"491210462",1
"1751742239787606016",1
"1241684318369517568",1
"1737541934896283648",1
"464072490",1
"30481974",1
"1919641687",1
"1680014294702776321",1
"915226375954616321",1
"1077686876188872707",1
"1645833423422881806",1
"540110178",1
"1295874936171646976",1
"1099502803",1
"520806608",1
"1245044320048160771",1
"553098124",1
"464093517",1
"1431291086689951750",1
"1645178604911837184",1
"1386309694382383104",1
"1245289322347102209",1
"206772400",1
"4407086901",1
"1373717412508528654",1
"287156264",1
"165958634",1
"4913330349",1
"1442974754663800832",1
"403425871",1
"1569074340045504516",1
"1256920842300272641",1
"1659155135090552833",1
"793210110898278400",1
"1356266659443519494",1
"1358153328073584653",1
"1688939021408370689",1
"1177091069600653319",1
"4657063757",1
"1597488263635341313",1
"497320645",1
"2570231374",1
"1685691540583112704",1
"1670763681217388545",1
"864605117806514177",1
"856243149475389440",1
"190994578",1
"1421384782810857472",1
"1188531359045865473",1
"407778158",1
"1602725524903706626",1
"1678874876545757186",1
"1500611832649818122",1
"379766267",1
"974803935193174017",1
"1425142126552264707",1
"1581394158312472578",1
"1557814904731512832",1
"232985369",1
"1125916215296364546",1
"1243331883104186368",1
"3167911817",1
"205376094",1
"1349603137187946501",1
"915389650482671617",1
"1168278531333402629",1
"1767121227984842752",1
"1214684750490800129",1
"1298748981921579009",1
"139537772",1
"851183715397009408",1
"717698795937652736",1
"1788346378898292736",1
"1666145672544780295",1
"1583851806928650244",1
"1489900410294972422",1
"1225017507205066753",1
"1458566279661502470",1
"498914481",1
"1260540161148010496",1
"433596345",1
"1081916881244700672",1
"1043968808459927552",1
"604517325",1
"1586800050994282498",1
"1455438825489158149",1
"199789990",1
"479766215",1
"811247547037679616",1
"1234109636854370305",1
"631311491",1
"416234129",1
"1506168366133882880",1
"138860650",1
"1428266831530373121",1
"1675938080476262409",1
"1499624297735806977",1
"1647887730368475136",1
"1516235563883454464",1
"1286753090465603585",1
"396899025",1
"1548993576041840640",1
"1780244918360825856",1
"1248607185560424450",1
"1268124099244691456",1
"1732992878",1
"1147172779244032001",1
"1332022858852294659",1
"1204448590221004801",1
"1380165367780278274",1
"1267025294914920448",1
"1211633148724834304",1
"269982511",1
"484032780",1
"371879776",1
"1235945647867654146",1
"550899867",1
"563582116",1
"83988846",1
"110243753",1
"1345723338941988867",1
"539838364",1
"1700119987359199232",1
"1243720338",1
"3546045917",1
"831187062426578945",1
"462372746",1
"1914400226",1
"1074794316051202048",1
"2528455732",1
"1262748491933073412",1
"3521941217",1
"1545141162159357952",1
"1213450820693315584",1
"1640996524246069253",1
"1372932643",1
"998876513922637824",1
"106281979",1
"1564380329799999491",1
"1652611436982435841",1
"1554431482713849856",1
"1536112835700445190",1
"46548248",1
"275681295",1
"1239522816",1
"3522406635",1
"1282370196238475265",1
"1658740614844801024",1
"1060136527710298112",1
"976582672121257986",1
"229219572",1
"1791201040060084224",1
"3242157165",1
"392264743",1
"1461836931420106755",1
"1279774800240656392",1
"1621617418370965504",1
"1434641099088400388",1
"1701594526408998912",1
"2878310586",1
"1555643617510932480",1
"2391191501",1
"1421211945101938690",1
"2350189821",1
"1495406029705728004",1
"905799527537532928",1
"1013470111833952256",1
"7398302",1
"1484745608",1
"1467950971527602176",1
"1372628116657561602",1
"1597609247633801218",1
"543190020",1
"299219032",1
"1442879560996069378",1
"1684598124868665348",1
"1399006179397881856",1
"1643242920420556800",1
"753235703824314369",1
"1246846377159688193",1
"1599690406798802944",1
"1784916552707399680",1
"1495326748120076292",1
"713114548966932480",1
"1260922483898712065",1
"934277456",1
"185396873",1
"1533804519502532608",1
"1249432445914509312",1
"415729641",1
"752244778767675392",1
"1529462798136262657",1
"1302252435600289794",1
"1645260950272974848",1
"1651709855256674305",1
"1759638424997306368",1
"1311674052923265031",1
"362539856",1
"1700129234914582528",1
"1607579519304482816",1
"189646352",1
"1087836942111309825",1
"1723033837054181376",1
"1608824953394106369",1
"1499235481376243718",1
"1665297709",1
"1798809003092545537",1
"734309169226997760",1
"950042417293651973",1
"732158961617637376",1
"68579804",1
"535208030",1
"1589754828716228608",1
"1426153684862476289",1
"1754624297044213760",1
"1753427282192941056",1
"1752044611973902337",1
"2415305025",1
"1430517931671183365",1
"4030569081",1
"1317786670528344064",1
"210787155",1
"67883698",1
"274186572",1
"183635768",1
"579297067",1
"910979020682080256",1
"1394004187457933314",1
"1510105346412584964",1
"411434116",1
"44337911",1
"236567955",1
"1212786038",1
"1424453666761854980",1
"1257784835822804994",1
"1284120721757741056",1
"1160960244471738369",1
"1416453502772056068",1
"1767835973000302592",1
"1243591859089346560",1
"1747702339811590145",1
"3288833549",1
"1504122891570405376",1
"109532541",1
"965669376425955328",1
"1041429975004524545",1
"1529219739121332231",1
"1711526246151057408",1
"1637276895535411202",1
"818364342013935616",1
"705542240035336192",1
"223337411",1
"3074269128",1
"101499340",1
"1534856864013352960",1
"435465284",1
"2209361445",1
"196266762",1
"1523004361705721863",1
"1623051084175671296",1
"1704068660623499264",1
"1022423816",1
"1597679305320026112",1
"1401544538620039172",1
"234378531",1
"343181885",1
"1096459792644755456",1
"1460614749079719939",1
"1226997385802506246",1
"1502644978111201280",1
"1527042507690876929",1
"2991032692",1
"1381734361058439168",1
"1694073790228058112",1
"254153544",1
"1582102278542065683",1
"214763786",1
"1340689987327684609",1
"826866881336315907",1
"1621855671833460738",1
"160642322",1
"158596037",1
"1789250970569867264",1
"1401358525",1
"1746246771351666688",1
"1448051572567597061",1
"533362319",1
"1557847304261992457",1
"162755721",1
"1675616501779378176",1
"1581785624067153920",1
"1520715422160629762",1
"2498914201",1
"1442174965235675139",1
"1786187681052962816",1
"378628060",1
"712553875161620480",1
"797760463484424192",1
"568940242",1
"492545607",1
"1252590104",1
"1757655552329469952",1
"4459815033",1
"222586918",1
"321065677",1
"962023144281133056",1
"1364199143330226176",1
"1548713773753589763",1
"1763684097182863360",1
"218552053",1
"2305873943",1
"905321669367083008",1
"1444926843652657154",1
"1511838118021939203",1
"880435426632269827",1
"877022638601887745",1
"87832988",1
"398273072",1
"390994697",1
"1321076958025945089",1
"849165673922265089",1
"1761777193888202752",1
"1390065848631582722",1
"136704963",1
"1365578420",1
"1710222842149613568",1
"110253629",1
"895299295",1
"984826207278632961",1
"3393600411",1
"1239996786",1
"1435519222306725888",1
"1310132425574567938",1
"900026588837945344",1
"2216254442",1
"3761092036",1
"1126130174",1
"3027202139",1
"200228904",1
"1719726483675963392",1
"348393677",1
"1342216637303447557",1
"396782669",1
"1218692842735927296",1
"1752432281262723072",1
"1349387113922490371",1
"2456465936",1
"1629934261963825152",1
"2996632509",1
"319343299",1
"404810847",1
"1437784047300775938",1
"300226536",1
"256218292",1
"1158688573828325376",1
"819271920",1
"1681014668725301249",1
"601648826",1
"2734269798",1
"1418949679824478209",1
"1305431939302805511",1
"4889370826",1
"1748691286037590016",1
"1565242412745850880",1
"2222291170",1
"14821998",1
"1485156987147112456",1
"337891915",1
"1559602343817220103",1
