tweet_id,author,author_id,created_at,text,retweets_count,comments_count,likes_count,quotes_count
1801313216615579947,olivares_millan,1441454548288212992,2024-06-13 17:58:00+00:00,"Creía que Garea era una persona integra,periodista.Se va hacer lo que en Europa están dilucidando ,no es una amenaza...es lo que os merecéis los periodistas que no lo son y aquellos que defienden por dinero a partidos políticos PP,¿te suena?🖕",0,0,1,0
1801203601995419648,Verbalword,1615266997,2024-06-13 10:42:00+00:00,No puedes tener tan poca vergüenza ni ser tan mentiroso y difundir bulos como lo estás haciendo.,0,0,1,0
1793850372328657288,salamandrayo,1227334340960571394,2024-05-24 03:43:00+00:00,"A mí, en cambio, me da la impresión que eres un gusano que te tienes que arrastrar ante tu amo para que te eche unas migajas que echarte a la boca, de ahí que no tengas credibilidad ninguna y te hayas convertido en el mamporrero de Sánchez.",0,0,0,0
1797729474743808065,TxindokiReal,1791201040060084224,2024-06-03 20:38:00+00:00,"Después de dos años de trepar intentando arrasar a podemos con napalm y encima esta cloaquera quiere que no les veamos como rival. Ala a la mierda, hombre",0,0,0,0
1797721283926401339,AynRand943878,1640996524246069253,2024-06-03 20:05:00+00:00,"Periodistas de antes y de ahora...Enemigos del pueblo, manporreros, barrigas gordas, lameculos, lamebotas, sinvergüenzas vividores de lo público; la mayoría, pocos se salvan.",0,0,0,0
1794359064404869564,Ifvmol,396782669,2024-05-25 13:25:00+00:00,No tienes ni puta idea. Demagogo ignorante.,0,0,0,0
1798854733719056774,anneytal2023,1633135726375124997,2024-06-06 23:09:00+00:00,Vaya mierdosos 🖕🖕🖕🖕🖕🖕,1,0,2,0
1801024705970782560,98HODHOD__,1434641099088400388,2024-06-12 22:52:00+00:00,🤢🤮🤮🤮,0,0,0,0
1800647440535581029,holiholaholi000,1752432281262723072,2024-06-11 21:52:00+00:00,Eres tonto?,0,0,0,0
1800825772967596498,Caribou___,1120815873919520768,2024-06-12 09:41:00+00:00,No te la vas a follar mientras te siga oliendo la boca al perineo de Perro Xanxez.,0,0,0,0
1802752001064804417,Alix82,46548248,2024-06-17 17:15:00+00:00,Ha dicho “no me da la ga..”? PERO ESTA 💩 DE PERIODISTAS??,0,0,0,0
